0.0000,-0.7050,0.8600
-0.0150,-0.6575,0.8556
-0.0150,-0.6575,0.8556
0.1153,-0.2099,0.9831
0.1153,-0.2099,0.9831
0.1000,-0.2000,1.0000
0.1000,-0.2000,1.0000
0.0673,-0.1634,0.9904
0.0385,-0.1269,1.0089
0.0385,-0.1269,1.0089
-0.0028,0.0011,0.9091
-0.0028,0.0011,0.9091
0.0000,0.0000,0.8600
1.0000,0.0000,0.9000
0.9579,-0.0234,0.9133
0.9205,-0.0124,0.9447
0.9205,-0.0124,0.9447
0.2040,0.1886,1.5306
0.2040,0.1886,1.5306
0.2000,0.2000,1.5500
